Timestamp,BlinkCount,MouthSize
2022-01-01 10:00:00,3,0.35229150717646596
2022-01-01 10:05:00,1,1.0
2022-01-01 10:10:00,3,0.719823796463591
2022-01-01 10:15:00,3,0.4251192745305816
2022-01-01 10:20:00,2,0.4585481428959868
2022-01-01 10:25:00,2,0.5664151684434341
2022-01-01 10:30:00,2,0.9630992723743148
2022-01-01 10:35:00,3,0.5469703813033376
2022-01-01 10:40:00,2,0.5127584336565397
2022-01-01 10:45:00,0,0.7956411029340058
2022-01-01 10:50:00,3,0.48714272459174934
2022-01-01 10:55:00,3,1.0
2022-01-01 11:00:00,3,0.09510405358861429
2022-01-01 11:05:00,1,0.5849148119619669
2022-01-01 11:10:00,1,0.8833100459978904
2022-01-01 11:15:00,2,0.9142961910691865
2022-01-01 11:20:00,3,0.599679934216876
2022-01-01 11:25:00,2,0.34791195893029003
2022-01-01 11:30:00,1,1.0
2022-01-01 11:35:00,2,0.70639508038741
2022-01-01 11:40:00,2,1.0
2022-01-01 11:45:00,2,0.8077510701378815
2022-01-01 11:50:00,2,0.43863843964919813
2022-01-01 11:55:00,2,0.5715621191243218
2022-01-01 12:00:00,3,0.8396468426056056
2022-01-01 12:05:00,0,0.6351386943274525
2022-01-01 12:10:00,2,0.6231995193833122
2022-01-01 12:15:00,3,0.2823636436079508
2022-01-01 12:20:00,3,0.9301883811703812
2022-01-01 12:25:00,3,0.7610795479747925
2022-01-01 12:30:00,2,0.5352143213482938
2022-01-01 12:35:00,1,0.4682471604761987
2022-01-01 12:40:00,2,0.9876220868017875
2022-01-01 12:45:00,3,0.33400911728728905
2022-01-01 12:50:00,2,0.4796792697073705
2022-01-01 12:55:00,3,0.4965636201334649
2022-01-01 13:00:00,1,0.5469098521901915
2022-01-01 13:05:00,2,0.5593511068123672
2022-01-01 13:10:00,2,0.4520002035630045
2022-01-01 13:15:00,2,1.0
2022-01-01 13:20:00,2,0.7932540516117892
2022-01-01 13:25:00,2,0.16473391838737927
2022-01-01 13:30:00,1,0.457082309160911
2022-01-01 13:35:00,2,0.47889471881773304
2022-01-01 13:40:00,1,0.7212740055336216
2022-01-01 13:45:00,4,1.0
2022-01-01 13:50:00,4,0.22982139302704735
2022-01-01 13:55:00,3,0.2433701056696756
2022-01-01 14:00:00,3,0.5448252994592534
2022-01-01 14:05:00,4,0.8092774294929543
2022-01-01 14:10:00,2,0.411741595737791
